"Season","Name","Team","G","PA","HR","R","RBI","SB","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","Age","H","OPS","Bat","Fld","Pos","WPA","-WPA","playerid"
"1986","Rafael Palmeiro","Cubs","22","78","3","9","12","1",".178",".234",".247",".295",".425",".319","91","-0.2","-1.0","-1.8","0.0","21","18",".720","-0.8","-1.0","-0.8","-0.21","-1.46","1266"
"1957","Gail Harris","Giants","90","249","9","28","31","1",".178",".237",".240",".305",".418",".319","93","0.4","-1.8","-4.3","0.1","25","54",".723","-2.2","-1.0","-3.3","","","1005413"
"1985","Andre Dawson","Expos","139","570","23","65","91","13",".189",".266",".255",".295",".444",".319","103","0.9","2.8","-0.9","2.1","30","135",".739","1.9","4.0","-4.9","1.34","-10.91","1003091"
"1969","Joe Pepitone","Yankees","135","546","27","49","70","8",".201",".217",".242",".284",".442",".319","100","-0.5","-0.3","-3.9","1.2","28","124",".726","0.2","4.0","-7.9","","","1010167"
"1960","Pete Whisenant","- - -","66","141","3","19","9","2",".148",".233",".221",".326",".369",".319","91","0.1","-1.6","-1.3","0.1","30","27",".695","-1.6","-1.0","-0.3","","","1013844"
"1966","Don Wert","Tigers","150","642","11","56","70","6",".102",".287",".268",".342",".370",".319","106","0.4","4.7","-9.4","1.5","27","150",".713","4.3","-13.0","3.6","","","1013790"
"1984","Pete Rose","- - -","121","421","0","43","34","1",".051",".307",".286",".359",".337",".319","101","-0.2","0.1","-6.5","0.8","43","107",".696","0.4","-2.0","-4.5","-0.05","-7.86","1011217"
"1976","Mike Hegan","Brewers","80","249","5","30","31","0",".115",".302",".248",".324",".362",".319","102","-0.1","0.4","-3.4","0.5","33","54",".686","0.5","2.0","-5.4","-0.78","-4.53","1005583"
"1986","Dick Schofield","Angels","139","529","13","67","57","23",".148",".253",".249",".321",".397",".319","96","2.6","-0.1","18.3","3.7","23","114",".719","-2.6","11.0","7.3","0.73","-8.64","1011602"
"1975","Larry Christenson","Phillies","29","68","2","3","6","0",".175",".429",".246",".283",".421",".319","91","0.0","-0.7","5.2","0.7","21","14",".704","-0.7","0.0","5.2","-0.29","-1.21","1002215"
"1984","Jody Davis","Cubs","150","579","19","55","94","5",".164",".279",".256",".315",".421",".319","93","-1.4","-5.9","11.5","2.6","27","134",".736","-4.5","3.0","8.5","-0.44","-10.76","1003060"
"1969","Mark Belanger","Orioles","150","594","2","76","50","14",".058",".313",".287",".351",".345",".319","98","0.8","-0.7","20.9","3.9","25","152",".696","-1.5","12.0","8.9","","","1000786"
"1971","Dalton Jones","Tigers","83","148","5","15","11","1",".145",".268",".254",".304",".399",".319","97","-0.9","-1.4","-2.4","0.1","27","35",".703","-0.5","-2.0","-0.4","","","1006546"
"1986","Greg Brock","Dodgers","115","367","16","33","52","2",".188",".237",".234",".309",".422",".319","102","-1.6","-1.0","-1.1","1.0","29","76",".730","0.7","4.0","-5.1","-0.65","-6.87","1001455"
"1978","Tim McCarver","Phillies","90","180","1","18","14","2",".096",".280",".247",".367",".342",".319","96","-0.3","-1.2","4.5","1.0","36","36",".709","-0.8","3.0","1.5","-0.50","-3.10","1008378"
"1964","Lou Clinton","- - -","128","474","12","45","44","4",".150",".276",".251",".315",".401",".319","101","0.9","1.5","-6.3","0.9","26","107",".716","0.6","0.0","-6.3","","","1002358"
"1966","Jim Fregosi","Angels","162","696","13","78","67","17",".139",".274",".252",".325",".391",".319","111","0.7","8.8","18.7","5.0","24","154",".716","8.1","9.0","9.7","","","1004330"
"1958","Don Zimmer","Dodgers","127","495","17","52","60","14",".154",".293",".262",".305",".415",".319","85","2.3","-6.7","-0.2","0.9","27","119",".720","-9.0","-7.0","6.8","","","1014442"
"1957","Tony Kubek","Yankees","127","475","3","56","39","6",".084",".326",".297",".335",".381",".319","99","-0.8","-1.4","9.1","2.3","21","128",".716","-0.6","8.0","1.1","","","1007188"
"1985","Willie Wilson","Royals","141","642","4","87","43","43",".131",".323",".278",".316",".408",".319","95","4.0","0.4","-2.0","2.0","29","168",".724","-3.7","-2.0","0.0","1.34","-11.03","1014113"
"1984","Mookie Wilson","Mets","154","619","10","88","54","46",".133",".311",".276",".308",".409",".319","103","5.6","7.4","0.0","2.9","28","162",".717","1.8","0.0","0.0","1.79","-10.72","1014096"
"1982","Vance Law","White Sox","114","398","5","40","54","4",".103",".307",".281",".327",".384",".319","94","0.0","-2.7","-4.7","0.6","25","101",".712","-2.7","-9.0","4.3","1.15","-5.77","1007409"
"1961","Al McBean","Pirates","28","16","1","2","3","0",".200",".273",".267",".267",".467",".319","91","0.0","-0.2","1.2","0.2","23","4",".733","-0.2","0.0","1.2","","","1008337"
"1978","Jim Fregosi","Pirates","20","26","0","3","1","0",".050",".333",".200",".385",".250",".319","96","0.0","-0.1","-1.0","0.0","36","4",".635","-0.1","-1.0","0.0","-0.36","-0.89","1004330"
"1977","Lee Lacy","Dodgers","75","180","6","28","21","4",".148",".273",".266",".306",".414",".319","95","0.9","-0.2","-3.2","0.3","29","45",".720","-1.1","-3.0","-0.2","0.35","-3.73","1007243"
"1979","Eric Soderholm","- - -","119","397","10","46","53","0",".134",".257",".261",".318",".395",".319","93","-0.3","-3.8","13.3","2.3","30","93",".713","-3.5","13.0","0.3","-1.20","-7.01","1012260"
"1981","Willie Wilson","Royals","102","465","1","54","32","34",".062",".332",".303",".335",".364",".319","100","3.9","4.1","16.2","3.6","25","133",".700","0.2","20.0","-3.8","0.76","-8.14","1014113"
"1975","Ed Herrmann","Yankees","80","217","6","16","30","0",".155",".262",".255",".309",".410",".319","99","0.0","-0.3","-2.6","0.4","28","51",".719","-0.3","0.0","-2.6","0.02","-3.83","1005732"
"1981","Mickey Rivers","Rangers","99","428","3","62","26","9",".085",".303",".286",".327",".371",".319","104","0.0","1.8","-5.0","1.1","32","114",".698","1.8","-5.0","0.0","-0.23","-6.85","1011005"
"1969","Bob Burda","Giants","97","184","6","20","27","0",".161",".215",".230",".317",".391",".319","98","-0.3","-0.7","-0.1","0.6","30","37",".708","-0.3","2.0","-2.1","","","1001660"
"1977","Vic Correll","Braves","54","170","7","16","16","2",".194",".217",".208",".314",".403",".319","84","-0.7","-3.9","-3.4","-0.2","31","30",".716","-3.2","-6.0","2.6","-0.13","-3.68","1002639"
"1963","Roy Sievers","Phillies","138","509","19","46","82","0",".178",".242",".240",".308",".418",".319","109","-0.6","4.4","-13.9","0.9","36","108",".725","5.0","-7.0","-6.9","","","1011959"
"1975","Roy Howell","Rangers","125","430","10","43","51","2",".128",".290",".251",".322",".379",".319","96","-0.3","-2.1","-0.1","1.2","21","96",".701","-1.8","-2.0","1.9","-0.81","-8.06","1006104"
"1970","Aurelio Rodriguez","- - -","159","663","19","70","83","15",".170",".261",".249",".302",".420",".319","99","0.8","-0.3","34.1","5.5","22","152",".721","-1.1","30.0","4.1","","","1011100"
"1971","Mark Belanger","Orioles","150","590","0","67","35","10",".054",".292",".266",".365",".320",".319","99","-0.8","-1.3","21.8","4.1","27","133",".685","-0.5","13.0","8.8","","","1000786"
"1981","Tony Pena","Pirates","66","223","2","16","17","1",".081",".326",".300",".326",".381",".319","96","-0.5","-1.5","7.5","1.4","24","63",".707","-1.0","4.0","3.5","0.27","-4.08","1010153"
"1974","Rob Ellis","Brewers","22","52","0","4","4","0",".042",".378",".292",".346",".333",".319","101","0.0","0.0","-1.3","0.0","23","14",".679","0.0","0.0","-1.3","0.10","-0.94","1003751"
"1963","Maury Wills","Dodgers","134","580","0","83","34","40",".047",".330",".302",".355",".349",".319","114","1.2","10.0","-0.2","3.3","30","159",".704","8.7","-7.0","6.8","","","1014053"
"1968","Jerry Grote","Mets","124","454","3","29","31","1",".067",".347",".282",".357",".349",".319","112","-1.4","4.1","6.9","3.1","25","114",".706","5.5","0.0","6.9","","","1005092"
"1976","Carlos May","- - -","107","405","3","45","43","5",".074",".278",".259",".344",".333",".319","104","0.5","2.3","-10.5","0.5","28","91",".677","1.8","-1.0","-9.5","0.16","-6.64","1008291"
"1968","Chris Cannizzaro","Pirates","25","70","1","5","7","0",".155",".295",".241",".343",".397",".319","113","0.0","0.9","2.2","0.6","30","14",".740","0.9","1.0","1.2","","","1001915"
"1971","Nelson Briles","Pirates","37","44","1","3","4","0",".154",".360",".256",".293",".410",".319","102","0.0","0.1","3.0","0.5","27","10",".703","0.1","0.0","3.0","","","1001432"
"1985","Ron Cey","Cubs","145","564","22","64","63","1",".176",".251",".232",".316",".408",".319","94","-0.4","-4.1","-9.2","0.6","37","116",".724","-3.7","-10.0","0.8","-0.74","-10.72","1002108"
"1962","Bob Aspromonte","Colt .45's","149","596","11","59","59","4",".110",".278",".266",".332",".376",".319","96","-1.2","-4.3","-5.2","1.1","24","142",".708","-3.1","-9.0","3.8","","","1000341"
"1957","Harvey Kuenn","Tigers","151","679","9","74","44","5",".111",".278",".277",".327",".388",".319","93","-1.7","-7.5","2.3","1.7","26","173",".715","-5.9","-6.0","8.3","","","1007200"
"1971","Ken Boswell","Mets","116","436","5","46","40","5",".094",".283",".273",".334",".367",".319","101","0.4","0.8","-1.5","1.5","25","107",".701","0.4","-4.0","2.5","","","1001223"
"1975","Tony Taylor","Phillies","79","124","1","13","17","3",".097",".279",".243",".350",".340",".319","91","-0.2","-1.5","2.1","0.5","39","25",".689","-1.3","2.0","0.1","-0.08","-3.34","1012892"
"1974","Alex Johnson","- - -","124","514","5","60","43","20",".075",".321",".287",".331",".362",".319","101","0.7","1.2","-7.6","1.1","31","138",".693","0.5","0.0","-7.6","-0.16","-8.76","1006418"
"1957","Harvey Haddix","Phillies","41","74","0","6","6","1",".074",".368",".309",".333",".382",".319","93","0.3","-0.4","5.3","0.7","31","21",".716","-0.6","0.0","5.3","","","1005184"
"1978","Bake McBride","Phillies","122","510","10","68","49","28",".123",".295",".269",".315",".392",".319","96","4.5","2.1","3.7","2.3","29","127",".707","-2.4","9.0","-5.3","1.22","-8.22","1008340"
"1970","Johnny Oates","Orioles","5","21","0","2","2","0",".111",".263",".278",".333",".389",".319","97","0.0","-0.1","0.3","0.1","24","5",".722","-0.1","0.0","0.3","","","1009674"
"1969","Clete Boyer","Braves","144","562","14","57","57","3",".121",".276",".250",".328",".371",".319","94","-1.8","-5.6","18.3","3.3","32","124",".699","-3.8","15.0","3.3","","","1001282"
"1961","Jerry Adair","Orioles","133","428","9","41","37","5",".130",".282",".264",".326",".394",".319","95","0.3","-2.4","12.5","2.4","24","102",".719","-2.7","9.0","3.5","","","1000038"
"1978","Chris Chambliss","Yankees","162","677","12","81","90","2",".109",".285",".274",".321",".382",".319","100","0.1","0.3","-2.1","2.1","29","171",".703","0.2","8.0","-10.1","2.59","-10.59","1002119"
"1974","Randy Elliott","Padres","13","41","1","5","2","0",".121",".261",".212",".350",".333",".319","100","-0.4","-0.4","-3.5","-0.3","23","7",".683","0.0","-3.0","-0.5","-0.18","-0.84","1003743"
"1978","Roy Howell","Blue Jays","140","601","8","67","61","0",".105",".303",".270",".325",".376",".319","94","-0.3","-4.3","-0.1","1.6","24","149",".701","-4.0","-3.0","2.9","-0.40","-10.42","1006104"
"1977","Rick Monday","Dodgers","118","456","15","47","48","1",".153",".278",".230",".330",".383",".319","95","-1.1","-3.9","-11.3","0.0","31","90",".713","-2.8","-10.0","-1.3","-0.20","-7.53","1009051"
"1981","Larry Hisle","Brewers","27","97","4","11","11","0",".184",".235",".230",".289",".414",".319","106","0.0","0.6","-2.6","0.1","34","20",".702","0.6","","-2.6","0.58","-1.47","1005858"
"1974","Len Randle","Rangers","151","573","1","65","49","26",".054",".324",".302",".338",".356",".319","101","-1.2","-0.7","1.3","2.0","25","157",".693","0.5","-1.0","2.3","0.12","-9.96","1010693"
"1986","Bill Buckner","Red Sox","153","681","18","73","102","6",".154",".253",".267",".311",".421",".319","91","-0.4","-8.0","-12.8","0.2","36","168",".733","-7.5","-3.0","-9.8","0.90","-11.96","1001625"
"1982","Mike Patterson","Yankees","11","18","1","3","1","1",".250",".222",".188",".278",".438",".319","98","0.2","0.2","-2.1","-0.1","24","3",".715","0.0","-2.0","-0.1","-0.39","-0.48","1010068"
"1975","Bobby Darwin","- - -","103","393","13","45","41","6",".155",".286",".234",".304",".389",".319","96","0.9","-1.0","-15.1","-0.3","32","83",".692","-1.9","-9.0","-6.1","-0.40","-7.51","1002995"
"1965","Jesus Alou","Giants","143","567","9","76","52","8",".099",".308",".298",".317",".398",".319","102","-0.2","1.0","-0.1","2.0","23","162",".715","1.2","7.0","-7.1","","","1000178"
"1977","Joe Zdeb","Royals","105","217","2","26","23","6",".077",".324",".297",".346",".374",".319","94","-0.6","-2.2","-2.9","0.2","24","58",".720","-1.6","0.0","-2.9","0.50","-3.32","1014425"
"1966","Tommy Harper","Reds","149","621","5","85","31","29",".085",".320",".278",".348",".363",".319","94","2.4","-2.0","-11.4","0.8","25","154",".711","-4.4","-5.0","-6.4","","","1005383"
"1986","Ron Washington","Twins","48","81","4","15","11","1",".203",".294",".257",".278",".459",".319","91","-0.6","-1.5","-2.4","-0.1","34","19",".738","-0.9","-1.0","-1.4","-0.39","-1.31","1013658"
"1982","Gary Rajsich","Mets","80","182","2","17","12","1",".123",".333",".259",".333",".383",".319","101","-1.0","-0.8","-4.5","0.1","27","42",".716","0.2","-3.0","-1.5","-0.37","-3.34","1010659"
"1969","Billy Harris","Royals","5","7","0","1","0","0",".143",".333",".286",".286",".429",".319","96","0.0","0.0","0.0","0.0","25","2",".714","0.0","0.0","0.0","","","1005399"
"1965","Don Wert","Tigers","162","697","12","81","54","5",".102",".277",".261",".341",".363",".318","102","-1.2","0.2","13.0","3.6","26","159",".704","1.4","9.0","4.0","","","1013790"
"1962","Johnny Roseboro","Dodgers","128","456","7","45","55","12",".131",".275",".249",".341",".380",".318","98","1.2","0.2","12.1","2.8","29","97",".722","-1.1","5.0","7.1","","","1011199"
"1969","Jim Price","Tigers","72","214","9","21","28","0",".182",".216",".234",".294",".417",".318","95","0.1","-1.1","-3.1","0.3","27","45",".711","-1.2","-6.0","2.9","","","1010528"
"1977","Jim Gantner","Brewers","14","49","1","4","2","2",".085",".317",".298",".327",".383",".318","95","0.0","-0.3","-2.7","-0.1","24","14",".710","-0.3","-3.0","0.3","0.23","-0.77","1004483"
"1961","Russ Snyder","Orioles","115","341","1","46","13","5",".083",".321",".292",".333",".375",".318","95","-0.1","-2.3","-4.2","0.4","27","91",".708","-2.2","-1.0","-3.2","","","1012256"
"1976","Davey Lopes","Dodgers","117","491","4","72","20","63",".101",".263",".241",".333",".342",".318","101","8.8","9.1","7.1","3.5","31","103",".675","0.4","5.0","2.1","-0.05","-8.57","1007750"
"1986","Barry Larkin","Reds","41","169","3","27","19","8",".119",".309",".283",".320",".403",".318","94","1.6","0.3","5.0","1.1","22","45",".722","-1.2","3.0","2.0","0.52","-2.79","335"
"1982","Jody Davis","Cubs","130","466","12","41","52","0",".144",".302",".261",".316",".404",".318","95","-0.4","-3.0","16.3","3.0","25","109",".720","-2.6","9.0","7.3","-0.17","-8.39","1003060"
"1975","Pepe Mangual","Expos","140","609","9","84","45","33",".091",".294",".245",".340",".337",".318","90","2.5","-4.6","-13.9","0.2","23","126",".677","-7.1","-12.0","-1.9","0.36","-11.27","1008058"
"1972","Dick McAuliffe","Tigers","122","470","8","47","30","0",".113",".264",".240",".339",".353",".318","105","0.1","2.6","-5.4","1.3","32","98",".692","2.5","-8.0","2.6","","","1008331"
"1981","Champ Summers","Tigers","64","189","3","16","21","1",".103",".302",".255",".339",".358",".318","101","-0.2","0.1","-4.6","0.1","35","42",".696","0.3","0.0","-4.6","0.23","-3.30","1012718"
"1977","Barry Bonnell","Braves","100","404","1","41","45","7",".039",".326",".300",".368",".339",".318","84","-0.3","-8.0","-4.2","0.1","23","108",".706","-7.8","-4.0","-0.2","0.43","-7.11","1001171"
"1962","Doc Edwards","Indians","53","154","3","13","9","0",".105",".286",".273",".325",".378",".318","92","0.0","-1.5","4.2","0.7","25","39",".702","-1.5","2.0","2.2","","","1003685"
"1967","Johnny Roseboro","Dodgers","116","380","4","37","24","2",".102",".291",".272",".348",".374",".318","111","-0.8","3.8","7.6","2.7","34","91",".723","4.6","2.0","5.6","","","1011199"
"1969","Byron Browne","Cardinals","22","64","1","9","7","0",".094",".289",".226",".359",".321",".318","97","0.0","-0.2","2.5","0.5","26","12",".680","-0.2","3.0","-0.5","","","1001500"
"1973","Jim Lyttle","Expos","49","130","4","12","19","0",".164",".257",".259",".305",".422",".318","92","-0.7","-1.9","2.6","0.5","27","30",".727","-1.2","3.0","-0.4","","","1007893"
"1980","Ray Knight","Reds","162","667","14","71","78","1",".154",".273",".264",".307",".417",".318","98","-0.7","-2.2","3.0","2.2","27","163",".724","-1.6","2.0","1.0","1.01","-12.14","1007043"
"1971","Paul Blair","Orioles","141","555","10","75","44","14",".136",".303",".262",".306",".397",".318","99","-1.1","-1.8","6.5","2.3","27","135",".703","-0.6","8.0","-1.5","","","1001031"
"1958","Gil McDougald","Yankees","138","578","14","69","65","6",".125",".267",".250",".329",".376",".318","100","0.8","1.1","9.5","3.0","30","126",".705","0.3","5.0","4.5","","","1008471"
"1965","Bert Campaneris","Athletics","144","634","6","67","42","51",".112",".298",".270",".326",".382",".318","101","3.2","3.7","-9.8","1.5","23","156",".709","0.6","-14.0","4.2","","","1001868"
"1958","Roger Maris","- - -","150","637","28","87","80","4",".190",".236",".240",".294",".431",".318","95","0.3","-3.7","-1.3","1.5","23","140",".725","-4.0","4.0","-5.3","","","1008110"
"1976","Doug Ault","Rangers","9","21","0","0","0","0",".050",".353",".300",".333",".350",".318","103","0.0","0.1","-1.5","-0.1","26","6",".683","0.1","-1.0","-0.5","0.05","-0.34","1000368"
"1976","Ed Ott","Pirates","27","43","0","2","5","0",".051",".343",".308",".349",".359",".318","97","0.0","-0.2","1.4","0.3","24","12",".708","-0.2","1.0","0.4","0.38","-0.75","1009900"
"1977","Robin Yount","Brewers","154","663","4","66","49","16",".089",".324",".288",".333",".377",".318","95","0.9","-3.4","4.1","2.4","21","174",".710","-4.3","-5.0","9.1","-1.00","-11.59","1014396"
"1979","Rico Carty","Blue Jays","132","512","12","48","55","3",".134",".260",".256",".322",".390",".318","88","0.4","-6.9","-13.9","-0.4","39","118",".713","-7.3","","-13.9","-1.42","-9.77","1002025"
"1960","Chuck Tanner","Indians","21","30","0","2","4","1",".040",".350",".280",".367",".320",".318","94","0.2","0.0","0.8","0.2","30","7",".687","-0.2","1.0","-0.2","","","1012821"
"1979","Jeff Burroughs","Braves","116","475","11","49","47","2",".123",".249",".224",".347",".348",".318","87","-0.2","-7.5","-10.9","-0.2","28","89",".695","-7.3","-6.0","-4.9","0.55","-8.77","1001731"
"1973","Jim Fregosi","- - -","90","317","6","32","27","1",".121",".293",".253",".328",".374",".318","98","-0.8","-1.5","-11.3","-0.2","31","71",".702","-0.7","-13.0","1.7","","","1004330"
"1982","Terry Harper","Braves","48","167","2","16","16","7",".060",".336",".287",".347",".347",".318","96","-0.2","-1.0","-1.7","0.3","26","43",".694","-0.8","0.0","-1.7","1.05","-3.08","1005382"
"1971","Milt Ramirez","Cardinals","4","13","0","2","0","0",".000",".300",".273",".385",".273",".318","99","0.0","0.0","-0.8","0.0","21","3",".657","0.0","-1.0","0.2","","","1010671"
"1976","Manny Sanguillen","Pirates","114","426","2","52","36","2",".087",".298",".290",".338",".378",".318","97","-1.2","-2.8","9.4","2.2","32","113",".716","-1.6","3.0","6.4","-0.20","-6.41","1011434"
"1986","Bo Diaz","Reds","134","519","10","50","56","1",".108",".287",".272",".327",".380",".318","93","-0.2","-4.2","12.7","2.6","33","129",".707","-3.9","5.0","7.7","0.64","-9.33","1003261"
"1968","Jim Pagliaroni","Athletics","66","227","6","19","20","0",".111",".281",".246",".330",".357",".318","115","0.0","3.4","0.5","1.2","30","49",".687","3.4","-3.0","3.5","","","1009958"
"1978","Gil Flores","Mets","11","33","0","8","1","1",".069",".333",".276",".344",".345",".318","101","0.2","0.3","-1.1","0.0","25","8",".689","0.1","-1.0","-0.1","0.25","-0.42","1004169"
"1982","Jim Sundberg","Rangers","139","531","10","37","47","2",".132",".267",".251",".322",".383",".318","97","-2.0","-3.9","14.8","2.9","31","118",".705","-1.9","7.0","7.8","-1.56","-8.99","1012724"
"1967","Max Alvis","Indians","161","697","21","66","70","3",".148",".278",".256",".301",".403",".318","109","-2.6","4.3","1.0","2.8","29","163",".704","7.0","-3.0","4.0","","","1000201"
"1982","Cliff Johnson","Athletics","73","244","7","19","31","1",".145",".262",".238",".324",".383",".318","99","-0.6","-0.8","-6.7","0.0","34","51",".707","-0.2","-1.0","-5.7","-0.32","-4.67","1006437"
"1964","Frank Howard","Dodgers","134","492","24","60","69","1",".206",".244",".226",".303",".432",".318","109","0.3","5.5","-14.2","1.0","27","98",".735","5.2","-8.0","-6.2","","","1006080"
"1974","Rick Burleson","Red Sox","114","415","4","36","44","3",".089",".299",".284",".320",".372",".318","93","-0.5","-3.7","15.6","2.6","23","109",".693","-3.2","10.0","5.6","-0.55","-7.19","1001696"
"1976","Jeff Burroughs","Rangers","158","681","18","71","86","0",".132",".252",".237",".315",".369",".318","103","-0.2","1.7","-11.8","1.2","25","143",".684","1.8","-4.0","-7.8","-0.29","-13.25","1001731"
"1964","Dave Nicholson","White Sox","97","350","13","40","39","0",".160",".301",".204",".329",".364",".318","104","-0.6","0.8","-0.5","1.0","24","60",".693","1.5","4.0","-4.5","","","1009558"
"1969","Don Kessinger","Cubs","158","737","4","109","53","11",".093",".297",".273",".332",".366",".318","89","-0.5","-10.2","19.6","3.6","26","181",".698","-9.7","10.0","9.6","","","1006877"
"1970","Ron Woods","Yankees","95","262","8","30","27","4",".156",".235",".227",".324",".382",".318","99","0.1","-0.1","1.2","0.9","27","51",".707","-0.2","4.0","-2.8","","","1014243"
"1969","Graig Nettles","Twins","96","261","7","27","26","1",".151",".249",".222",".319",".373",".318","93","-0.5","-2.4","4.3","1.0","24","50",".693","-2.0","6.0","-1.7","","","1009517"
"1962","George Thomas","Angels","56","203","4","13","12","0",".144",".279",".238",".320",".381",".318","96","0.0","-1.1","6.6","1.1","24","43",".701","-1.1","9.0","-2.4","","","1012978"
"1973","Dave Nelson","Rangers","142","624","7","71","48","43",".092",".320",".286",".325",".378",".318","98","2.7","1.2","2.2","2.6","29","165",".703","-1.5","-1.0","3.2","","","1009499"
"1983","Rick Burleson","Angels","33","134","0","22","11","0",".059",".315",".286",".348",".345",".318","95","-0.8","-1.5","-4.4","-0.1","32","34",".693","-0.7","-6.0","1.6","0.16","-2.04","1001696"
"1964","Bob Aspromonte","Colt .45's","157","608","12","51","69","6",".112",".290",".280",".329",".392",".318","107","-1.2","3.4","0.7","2.7","26","155",".721","4.6","-3.0","3.7","","","1000341"
"1960","Tony Taylor","- - -","146","640","5","80","44","26",".093",".331",".284",".331",".377",".318","95","1.1","-2.7","-6.5","1.3","24","165",".708","-3.8","-10.0","3.5","","","1012892"
"1971","Jerry Kenney","Yankees","120","395","0","50","20","9",".049",".292",".262",".368",".311",".318","103","-1.0","0.1","15.4","2.9","26","85",".679","1.2","13.0","2.4","","","1006840"
"1979","Dick Davis","Brewers","91","353","12","51","41","3",".152",".277",".266",".298",".418",".318","93","-0.5","-3.4","-12.3","-0.4","25","89",".716","-2.9","-5.0","-7.3","-0.87","-7.02","1003046"
"1983","Richie Hebner","Pirates","78","186","5","23","26","8",".130",".286",".265",".332",".395",".318","96","0.4","-0.5","-2.2","0.4","35","43",".727","-0.9","-2.0","-0.2","-0.09","-4.00","1005571"
"1976","Bill Fahey","Rangers","38","94","1","12","9","1",".063",".257",".250",".348",".313",".318","102","0.2","0.4","1.6","0.5","26","20",".660","0.2","0.0","1.6","0.02","-1.48","1003897"
"1979","Jerry Remy","Red Sox","80","340","0","49","29","14",".049",".322",".297",".350",".346",".318","85","-0.7","-6.9","-2.2","0.2","26","91",".697","-6.2","-4.0","1.8","0.43","-6.17","1010828"
"1976","Jim Fregosi","Rangers","58","160","2","17","12","2",".098",".290",".233",".342",".331",".318","102","0.4","0.8","-6.2","0.0","34","31",".673","0.4","-3.0","-3.2","-0.45","-3.36","1004330"
"1984","Chris Chambliss","Braves","135","455","9","47","44","1",".105",".274",".257",".350",".362",".318","94","-0.6","-3.8","-12.1","-0.1","35","100",".713","-3.2","-6.0","-6.1","0.22","-7.87","1002119"
"1977","Manny Trillo","Cubs","152","565","7","51","57","3",".097",".300",".280",".339",".377",".318","83","-1.0","-12.8","4.3","1.0","26","141",".716","-11.8","1.0","3.3","-2.64","-11.68","1013184"
"1979","Omar Moreno","Pirates","162","757","8","110","69","77",".099",".321",".282",".333",".381",".318","93","7.1","0.4","2.0","2.8","26","196",".714","-6.7","4.0","-2.0","1.22","-14.19","1009167"
"1960","Jim Gilliam","Dodgers","151","669","5","96","40","12",".070",".252",".248",".359",".318",".318","90","-0.9","-8.5","18.6","3.3","31","138",".677","-7.6","15.0","3.6","","","1004724"
"1958","Wally Moon","Cardinals","108","340","7","36","38","2",".128",".243",".238",".342",".366",".318","86","-0.6","-6.4","-12.4","-0.8","28","69",".708","-5.9","-9.0","-3.4","","","1009085"
"1967","Willie Crawford","Dodgers","4","5","0","0","0","0",".000","1.000",".250",".400",".250",".318","111","0.0","0.1","0.0","0.0","20","1",".650","0.1","0.0","0.0","","","1002750"
"1968","Jim Beauchamp","Reds","31","62","2","10","14","0",".140",".351",".263",".306",".404",".318","105","0.0","0.3","-0.1","0.3","28","15",".710","0.3","0.0","-0.1","","","1000732"
"1982","Juan Beniquez","Angels","112","228","3","25","24","3",".122",".285",".265",".321",".388",".318","95","0.6","-0.7","-6.8","0.0","32","52",".709","-1.3","-5.0","-1.8","-0.08","-4.20","1000833"
"1971","Larry Stahl","Padres","114","341","8","27","36","4",".146",".288",".253",".310",".399",".318","103","-0.2","0.7","-2.6","1.0","30","78",".709","1.0","1.0","-3.6","","","1012383"
"1970","Elliott Maddox","Tigers","109","293","3","30","24","2",".116",".285",".248",".332",".364",".318","92","-0.7","-3.4","-4.1","0.2","22","64",".697","-2.7","-4.0","-0.1","","","1007947"
"1980","Stan Bahnsen","Expos","57","13","0","1","0","0",".111",".167",".111",".385",".222",".318","99","0.0","0.0","1.0","0.1","35","1",".607","0.0","0.0","1.0","-0.10","-0.23","1000414"
"1979","Garry Maddox","Phillies","148","577","13","70","61","26",".144",".299",".281",".304",".425",".318","92","0.1","-5.5","24.4","3.9","29","154",".729","-5.5","26.0","-1.6","0.68","-10.54","1007948"
"1982","Dave Concepcion","Reds","147","623","5","48","53","13",".084",".312",".287",".337",".371",".318","97","0.2","-2.0","11.7","3.2","34","164",".707","-2.2","4.0","7.7","0.52","-9.90","1002494"
"1986","Rich Gedman","Red Sox","135","509","16","49","65","1",".167",".264",".258",".315",".424",".318","90","0.2","-5.7","20.6","3.2","26","119",".739","-5.9","13.0","7.6","-0.11","-9.30","1004592"
"1974","Merv Rettenmund","Reds","80","252","6","30","28","5",".115",".236",".216",".337",".332",".318","97","0.7","-0.2","-3.5","0.5","31","45",".669","-0.8","-1.0","-2.5","-0.85","-4.07","1010846"
"1957","Gene Mauch","Red Sox","65","250","2","23","28","1",".099",".294",".270",".335",".369",".318","86","0.4","-3.6","-2.3","0.2","31","60",".704","-4.0","-4.0","1.7","","","1008271"
"1976","Felix Millan","Mets","139","587","1","55","35","2",".060",".290",".282",".341",".343",".318","100","-1.3","-1.3","3.2","2.3","32","150",".684","-0.1","0.0","3.2","-0.25","-10.16","1008867"
"1974","Art Howe","Pirates","29","85","1","10","5","0",".122",".279",".243",".321",".365",".318","97","0.0","-0.2","2.5","0.5","27","18",".686","-0.3","2.0","0.5","-0.04","-1.40","1006092"
