"Season","Name","Team","G","PA","HR","R","RBI","SB","ISO","BABIP","AVG","OBP","SLG","wOBA","wRC+","BsR","Off","Def","WAR","Age","H","OPS","Bat","Fld","Pos","WPA","-WPA","playerid"
"1962","Lee Stange","Twins","44","20","0","1","0","0",".000",".125",".059",".111",".059",".090","-56","0.0","-3.9","1.6","-0.2","25","1",".170","-3.9","0.0","1.6","","","1012400"
"1961","Frank Funk","Indians","56","18","0","1","2","0",".000",".143",".059",".111",".059",".090","-53","0.0","-3.5","1.4","-0.2","25","1",".170","-3.5","0.0","1.4","","","1004406"
"1968","Mike Kekich","Dodgers","25","40","0","3","1","0",".000",".107",".081",".105",".081",".090","-40","0.0","-5.5","2.6","-0.2","23","3",".186","-5.5","0.0","2.6","","","1006764"
"1971","Dave Giusti","Pirates","58","18","0","1","2","0",".000",".077",".059",".111",".059",".090","-51","0.0","-3.0","1.2","-0.1","31","1",".170","-3.0","0.0","1.2","","","1004748"
"1963","Chuck Estrada","Orioles","8","12","0","0","0","0",".000",".200",".100",".100",".100",".090","-44","0.0","-2.0","0.9","-0.1","25","1",".200","-2.0","0.0","0.9","","","1003841"
"1964","Aubrey Gatewood","Angels","23","20","0","3","1","0",".000",".286",".100",".100",".100",".090","-45","0.0","-3.4","1.6","-0.1","25","2",".200","-3.4","0.0","1.6","","","1004573"
"1964","Hal Reniff","Yankees","44","10","0","2","0","0",".000",".333",".100",".100",".100",".090","-47","0.0","-1.7","0.8","-0.1","25","1",".200","-1.7","0.0","0.8","","","1010833"
"1975","Frank Tepedino","Braves","8","8","0","0","0","0",".000",".000",".000",".125",".000",".089","-63","0.0","-1.5","0.0","-0.1","27","0",".125","-1.5","","0.0","-0.28","-0.29","1012917"
"1977","Jackson Todd","Mets","19","18","0","0","0","0",".000",".111",".059",".111",".059",".089","-54","0.0","-3.3","1.5","-0.1","25","1",".170","-3.4","0.0","1.5","-0.42","-0.47","1013096"
"1962","Al Jackson","Mets","44","81","0","5","2","0",".027",".109",".068",".093",".096",".089","-58","0.0","-15.9","6.6","-0.7","26","5",".189","-15.9","0.0","6.6","","","1006288"
"1965","Milt Pappas","Orioles","34","78","0","3","4","0",".043",".147",".071",".085",".114",".089","-47","0.0","-12.9","6.2","-0.5","26","5",".199","-12.9","0.0","6.2","","","1009989"
"1965","John Tsitouris","Reds","31","49","0","1","1","0",".000",".100",".070",".109",".070",".089","-54","0.0","-8.6","3.9","-0.4","29","3",".178","-8.6","0.0","3.9","","","1013208"
"1974","Ken Forsch","Astros","70","9","0","0","0","0",".000",".000",".000",".125",".000",".089","-51","0.0","-1.5","0.6","-0.1","27","0",".125","-1.5","0.0","0.6","-0.05","-0.11","1004234"
"1974","John Morlan","Pirates","39","8","0","0","0","0",".000",".000",".000",".125",".000",".089","-52","0.0","-1.4","0.5","-0.1","26","0",".125","-1.4","0.0","0.5","-0.14","-0.15","1009191"
"1972","Bill Stoneman","Expos","40","90","0","4","1","0",".000",".167",".080",".104",".080",".089","-51","0.0","-14.9","5.9","-0.7","28","6",".184","-14.9","0.0","5.9","","","1012560"
"1966","Clay Carroll","Braves","73","38","0","2","0","0",".000",".158",".100",".100",".100",".089","-48","0.0","-6.6","2.7","-0.3","25","3",".200","-6.6","0.0","2.7","","","1001997"
"1966","Al McBean","Pirates","50","10","0","3","0","0",".000",".250",".100",".100",".100",".089","-48","0.0","-1.7","0.7","-0.1","28","1",".200","-1.7","0.0","0.7","","","1008337"
"1971","Joe Horlen","White Sox","36","43","0","1","1","0",".000",".105",".100",".098",".100",".089","-57","0.0","-7.5","3.0","-0.4","33","4",".198","-7.5","0.0","3.0","","","1006025"
"1962","Ken Johnson","Colt .45's","33","62","0","1","3","0",".019",".143",".077",".094",".096",".089","-50","0.0","-11.6","5.0","-0.5","29","4",".190","-11.6","0.0","5.0","","","1006477"
"1962","Roger Craig","Mets","42","85","0","1","2","0",".000",".093",".053",".111",".053",".089","-58","0.0","-16.8","6.9","-0.7","32","4",".164","-16.8","0.0","6.9","","","1002723"
"1979","Jim Wessinger","Braves","10","8","0","2","0","0",".000",".000",".000",".125",".000",".089","-67","0.0","-1.6","-1.0","-0.2","23","0",".125","-1.6","-1.0","0.0","-0.09","-0.10","1013796"
"1961","Chet Boak","Senators","5","8","0","0","0","1",".000",".000",".000",".125",".000",".089","-53","0.2","-1.3","0.0","-0.1","26","0",".125","-1.5","0.0","0.0","","","1001100"
"1967","Dean Chance","Twins","41","108","0","2","0","0",".000",".088",".033",".119",".033",".089","-52","0.0","-17.3","7.8","-0.8","26","3",".151","-17.3","0.0","7.8","","","1002130"
"1973","Mike Easler","Astros","6","9","0","1","0","0",".000",".000",".000",".222",".000",".089","-54","0.0","-1.6","-1.1","-0.3","22","0",".222","-1.6","-1.0","-0.1","","","1003635"
"1973","Tom Walker","Expos","54","9","0","0","0","0",".000",".000",".000",".125",".000",".089","-60","0.0","-1.6","0.7","-0.1","24","0",".125","-1.6","0.0","0.7","","","1013536"
"1962","Bob Hartman","Indians","8","8","0","0","0","0",".000",".000",".000",".125",".000",".089","-53","0.0","-1.5","0.6","-0.1","24","0",".125","-1.5","0.0","0.6","","","1005452"
"1963","Bo Belinsky","Angels","13","28","0","0","1","0",".000",".125",".074",".107",".074",".089","-44","0.0","-4.6","2.1","-0.2","26","2",".181","-4.7","0.0","2.1","","","1000791"
"1970","Rick Dempsey","Twins","5","8","0","1","0","0",".000",".000",".000",".125",".000",".088","-58","0.0","-1.5","-0.9","-0.2","20","0",".125","-1.5","-1.0","0.1","","","1003203"
"1970","Bill Gogolewski","Senators","8","10","0","0","0","0",".000",".000",".000",".125",".000",".088","-52","0.0","-1.8","0.8","-0.1","22","0",".125","-1.8","0.0","0.8","","","1004802"
"1964","Bob Friend","Pirates","35","85","0","2","2","0",".000",".111",".070",".108",".070",".088","-51","0.0","-14.5","6.7","-0.5","33","5",".179","-14.5","0.0","6.7","","","1004355"
"1972","Gary Ryerson","Brewers","20","28","0","0","0","0",".000",".053",".042",".115",".042",".088","-54","0.0","-4.3","1.8","-0.2","24","1",".157","-4.3","0.0","1.8","","","1011354"
"1978","Jim Bouton","Braves","5","8","0","0","0","0",".000",".000",".000",".125",".000",".088","-67","0.0","-1.5","0.6","-0.1","39","0",".125","-1.5","0.0","0.6","-0.18","-0.20","1001241"
"1978","Mark Littell","Cardinals","72","8","0","0","0","0",".000",".000",".000",".125",".000",".088","-58","0.0","-1.4","0.6","-0.1","25","0",".125","-1.4","0.0","0.6","-0.12","-0.16","1007657"
"1969","George Culver","Reds","32","33","0","0","0","0",".000",".158",".097",".097",".097",".088","-59","0.0","-6.0","2.5","-0.3","25","3",".194","-6.0","0.0","2.5","","","1002870"
"1981","John Montefusco","Braves","26","15","0","1","0","0",".067",".167",".067",".067",".133",".088","-60","0.0","-2.6","1.1","-0.1","31","1",".200","-2.6","0.0","1.1","-0.34","-0.35","1009065"
"1978","Tom Hume","Reds","43","55","0","2","3","0",".000",".125",".067",".106",".067",".088","-58","0.0","-9.7","4.4","-0.4","25","3",".173","-9.7","0.0","4.4","-0.98","-1.17","1006179"
"1967","Minnie Rojas","Angels","72","21","0","0","1","0",".000",".143",".059",".111",".059",".088","-45","0.0","-3.2","1.5","-0.1","33","1",".170","-3.2","0.0","1.5","","","1011154"
"1975","Rick Rhoden","Dodgers","26","30","0","0","1","0",".000",".091",".071",".103",".071",".088","-53","0.0","-5.3","2.3","-0.2","22","2",".175","-5.3","0.0","2.3","-0.49","-0.59","1010887"
"1984","Tim Hulett","White Sox","8","8","0","1","0","1",".000",".000",".000",".125",".000",".088","-57","0.2","-1.3","1.1","0.0","24","0",".125","-1.5","1.0","0.1","-0.16","-0.19","1006174"
"1986","Tim Burke","Expos","68","9","0","0","1","0",".000",".000",".000",".125",".000",".088","-57","0.0","-1.6","0.9","-0.1","27","0",".125","-1.6","0.0","0.9","-0.05","-0.06","1001692"
"1986","Tim Corcoran","Mets","6","9","0","1","0","0",".000",".000",".000",".222",".000",".088","-54","0.0","-1.6","-0.1","-0.1","33","0",".222","-1.6","0.0","-0.1","-0.06","-0.09","1002621"
"1980","Randy Jones","Padres","25","54","0","1","0","0",".000",".100",".067",".106",".067",".088","-54","0.0","-9.3","4.2","-0.4","30","3",".173","-9.3","0.0","4.2","-1.04","-1.21","1006582"
"1982","Jim Kern","Reds","50","8","0","0","0","0",".000",".000",".000",".125",".000",".088","-62","0.0","-1.5","0.7","-0.1","33","0",".125","-1.5","0.0","0.7","-0.08","-0.10","1006868"
"1982","Del Unser","Phillies","19","17","0","0","0","0",".000",".000",".000",".176",".000",".088","-61","0.0","-3.1","-0.1","-0.3","37","0",".176","-3.1","0.0","-0.1","-0.29","-0.36","1013286"
"1969","Carl Morton","Expos","8","8","0","0","0","0",".000",".000",".000",".125",".000",".088","-55","0.0","-1.4","0.6","-0.1","25","0",".125","-1.4","0.0","0.6","","","1009230"
"1959","Hoyt Wilhelm","Orioles","32","85","0","2","2","0",".000",".075",".053",".111",".053",".088","-51","0.0","-15.4","6.4","-0.7","36","4",".164","-15.4","0.0","6.4","","","1013945"
"1958","Gene Fodge","Cubs","16","9","0","1","0","0",".000",".000",".000",".125",".000",".088","-56","0.0","-1.7","0.6","-0.1","26","0",".125","-1.7","0.0","0.6","","","1004190"
"1957","Dean Stone","Red Sox","17","17","0","0","0","0",".000",".000",".000",".125",".000",".088","-65","0.0","-3.3","1.2","-0.2","26","0",".125","-3.3","0.0","1.2","","","1012561"
"1982","Pat Zachry","Mets","36","41","0","3","0","0",".000",".143",".079",".103",".079",".088","-58","0.0","-7.3","3.4","-0.3","30","3",".182","-7.3","0.0","3.4","-0.52","-0.67","1014407"
"1968","Stan Bahnsen","Yankees","37","98","0","4","3","0",".000",".121",".049",".114",".049",".088","-44","0.0","-13.9","6.4","-0.6","23","4",".163","-13.9","0.0","6.4","","","1000414"
"1970","Jerry Janeski","White Sox","35","75","0","0","5","0",".000",".143",".076",".103",".076",".088","-60","0.0","-14.2","6.0","-0.6","24","5",".179","-14.2","0.0","6.0","","","1006356"
"1971","Burt Hooton","Cubs","3","8","0","0","0","0",".000",".000",".000",".125",".000",".087","-64","0.0","-1.4","0.6","-0.1","21","0",".125","-1.4","0.0","0.6","","","1006005"
"1971","Monty Montgomery","Royals","3","9","0","0","0","0",".000",".000",".000",".125",".000",".087","-54","0.0","-1.5","0.6","-0.1","24","0",".125","-1.5","0.0","0.6","","","1009072"
"1972","Jack Billingham","Reds","36","78","0","2","2","0",".014",".119",".070",".096",".085",".087","-47","0.0","-12.6","5.1","-0.6","29","5",".180","-12.6","0.0","5.1","","","1000970"
"1962","Pete Burnside","Senators","40","42","0","2","0","0",".000",".125",".057",".108",".057",".087","-56","0.0","-8.1","3.4","-0.4","31","2",".165","-8.1","0.0","3.4","","","1001718"
"1962","Dave Wickersham","Athletics","30","39","0","1","0","0",".000",".091",".057",".108",".057",".087","-60","0.0","-7.8","3.2","-0.4","26","2",".165","-7.8","0.0","3.2","","","1013917"
"1973","Rich Folkers","Cardinals","34","22","0","0","1","0",".000",".133",".100",".095",".100",".087","-57","0.0","-4.0","1.7","-0.2","26","2",".195","-4.0","0.0","1.7","","","1004203"
"1967","Bill Singer","Dodgers","34","71","0","1","4","0",".015",".154",".090",".090",".104",".087","-41","0.0","-10.9","5.1","-0.4","23","6",".194","-11.0","0.0","5.1","","","1012007"
"1975","Pat Darcy","Reds","27","49","0","1","1","0",".021",".200",".085",".085",".106",".087","-56","0.0","-8.8","3.8","-0.4","25","4",".191","-8.8","0.0","3.8","-0.85","-0.99","1002984"
"1966","Rollie Sheldon","- - -","37","43","0","1","0","0",".000",".190",".098",".098",".098",".087","-56","0.0","-7.4","3.0","-0.4","29","4",".195","-7.4","0.0","3.0","","","1011855"
"1984","Frank Pastore","Reds","24","31","0","2","1","0",".000",".118",".071",".103",".071",".087","-62","0.0","-5.7","2.7","-0.2","26","2",".175","-5.7","0.0","2.7","-0.31","-0.51","1010048"
"1972","Jim Rooker","Royals","18","21","0","1","2","0",".000",".125",".100",".095",".100",".087","-56","0.0","-3.3","1.4","-0.2","29","2",".195","-3.3","0.0","1.4","","","1011183"
"1972","Pete Mikkelsen","Dodgers","33","8","0","0","0","0",".000",".000",".000",".125",".000",".087","-46","0.0","-1.3","0.5","-0.1","32","0",".125","-1.3","0.0","0.5","","","1008852"
"1971","Larry Dierker","Astros","24","58","0","4","2","0",".019",".105",".074",".091",".093",".087","-53","0.0","-9.7","4.0","-0.4","24","4",".184","-9.7","0.0","4.0","","","1003288"
"1967","Lee Stange","Red Sox","35","58","0","2","1","0",".020",".083",".061",".096",".082",".086","-57","0.0","-9.6","4.2","-0.5","30","3",".178","-9.6","0.0","4.2","","","1012400"
"1972","Dick Woodson","Twins","36","98","0","4","2","0",".000",".140",".080",".100",".080",".086","-58","0.0","-15.5","6.5","-0.8","27","7",".180","-15.5","0.0","6.5","","","1014236"
"1965","Rich Beck","Yankees","3","8","0","0","0","0",".000",".000",".000",".125",".000",".086","-49","0.0","-1.3","0.6","-0.1","24","0",".125","-1.3","0.0","0.6","","","1000757"
"1965","Bob Duliba","Red Sox","39","8","0","1","0","0",".000",".000",".000",".125",".000",".086","-59","0.0","-1.4","0.6","-0.1","30","0",".125","-1.4","0.0","0.6","","","1003546"
"1964","Claude Raymond","Colt .45's","41","17","0","1","2","0",".071",".125",".071",".067",".143",".086","-49","0.0","-2.9","1.3","-0.1","27","1",".210","-2.9","0.0","1.3","","","1010732"
"1971","Wayne Simpson","Reds","22","40","0","0","0","0",".000",".077",".031",".114",".031",".086","-52","0.0","-6.7","2.8","-0.3","22","1",".146","-6.7","0.0","2.8","","","1011999"
"1963","Carl Bouldin","Senators","10","8","0","0","0","0",".000",".000",".000",".125",".000",".086","-50","0.0","-1.4","0.6","-0.1","23","0",".125","-1.4","0.0","0.6","","","1001235"
"1963","Brian McCall","White Sox","3","8","0","1","0","0",".000",".000",".000",".125",".000",".086","-46","0.0","-1.4","-0.1","-0.1","20","0",".125","-1.4","0.0","-0.1","","","1008356"
"1986","Ross Jones","Mariners","11","21","0","0","0","0",".000",".118",".095",".095",".095",".086","-60","-0.4","-4.5","-1.9","-0.6","26","2",".190","-4.1","-2.0","0.1","-0.42","-0.50","1006586"
"1986","Chris Pittaro","Twins","11","21","0","0","0","0",".000",".154",".095",".095",".095",".086","-61","0.0","-4.1","-0.8","-0.4","24","2",".190","-4.1","-1.0","0.2","-0.39","-0.48","1010374"
"1980","Joe Cannon","Blue Jays","70","51","0","16","4","2",".000",".111",".080",".098",".080",".086","-62","-0.4","-10.1","-1.4","-1.0","26","4",".178","-9.8","-1.0","-0.4","-1.01","-1.29","1001916"
"1959","Bill Monbouquette","Red Sox","35","51","0","1","1","0",".000",".167",".065",".104",".065",".086","-62","0.0","-9.9","3.8","-0.5","22","3",".169","-9.9","0.0","3.8","","","1009048"
"1961","Tracy Stallard","Red Sox","43","40","0","0","3","0",".028",".125",".083",".083",".111",".086","-61","0.0","-8.2","3.1","-0.4","23","3",".194","-8.2","0.0","3.1","","","1012392"
"1962","Ryne Duren","Angels","42","16","0","1","0","0",".067",".167",".067",".067",".133",".086","-52","0.0","-3.0","1.3","-0.1","33","1",".200","-3.0","0.0","1.3","","","1003586"
"1970","Tom Griffin","Astros","23","38","0","1","1","0",".030",".100",".061",".088",".091",".086","-53","0.0","-7.2","3.1","-0.3","22","2",".179","-7.2","0.0","3.1","","","1005054"
"1973","Ken Forsch","Astros","46","69","0","2","1","0",".016",".111",".065",".094",".081",".085","-56","0.0","-12.3","5.3","-0.5","26","4",".174","-12.3","0.0","5.3","","","1004234"
"1965","Art Mahaffey","Phillies","22","22","0","1","0","0",".000",".200",".095",".095",".095",".085","-51","0.0","-3.8","1.7","-0.2","27","2",".190","-3.8","0.0","1.7","","","1007979"
"1965","Don Young","Cubs","11","36","1","1","2","0",".086",".042",".057",".056",".143",".085","-54","0.0","-6.3","-2.0","-0.8","19","2",".198","-6.3","-2.0","0.0","","","1014374"
"1968","Jim Bouton","Yankees","12","8","0","0","0","0",".000",".000",".000",".125",".000",".085","-46","0.0","-1.1","0.5","-0.1","29","0",".125","-1.1","0.0","0.5","","","1001241"
"1968","Cal Koonce","Mets","55","16","0","0","0","0",".000",".000",".000",".125",".000",".085","-49","0.0","-2.4","1.0","-0.1","27","0",".125","-2.4","0.0","1.0","","","1007101"
"1968","Barry Moore","Senators","34","35","0","0","1","0",".000",".167",".097",".094",".097",".085","-48","0.0","-5.1","2.3","-0.2","25","3",".191","-5.1","0.0","2.3","","","1009089"
"1973","Bill Bonham","Cubs","44","49","0","1","1","0",".000",".154",".093",".093",".093",".085","-65","0.0","-9.3","3.8","-0.4","24","4",".186","-9.3","0.0","3.8","","","1001165"
"1962","Ron Piche","Braves","16","19","0","1","2","0",".000",".167",".056",".105",".056",".085","-53","0.0","-3.6","1.5","-0.1","27","1",".161","-3.6","0.0","1.5","","","1010308"
"1975","Larry Dierker","Astros","34","89","0","0","5","0",".000",".127",".092",".092",".092",".085","-53","0.0","-15.6","6.8","-0.6","28","7",".184","-15.6","0.0","6.8","-1.41","-1.68","1003288"
"1963","Ralph Terry","Yankees","40","99","0","2","3","0",".000",".099",".080",".100",".080",".085","-48","0.0","-16.9","7.3","-0.8","27","7",".180","-17.0","0.0","7.3","","","1012929"
"1983","Steve Christmas","Reds","9","19","0","0","1","0",".000",".067",".059",".105",".059",".085","-63","0.0","-3.6","1.2","-0.2","25","1",".164","-3.6","1.0","0.2","-0.45","-0.55","1002223"
"1969","Jim Bunning","- - -","34","78","0","3","2","0",".000",".085",".062",".103",".062",".085","-52","0.0","-13.6","5.9","-0.6","37","4",".164","-13.6","0.0","5.9","","","1001653"
"1962","Dean Chance","Angels","50","75","0","1","1","0",".000",".111",".062",".103",".062",".085","-52","0.0","-14.2","6.1","-0.6","21","4",".164","-14.2","0.0","6.1","","","1002130"
"1968","Larry Dierker","Astros","33","84","0","2","3","0",".014",".132",".068",".093",".082",".085","-48","0.0","-12.3","5.5","-0.5","21","5",".176","-12.3","0.0","5.5","","","1003288"
"1958","Don Gross","Pirates","40","20","0","1","2","0",".000",".077",".056",".105",".056",".084","-56","0.0","-3.9","1.4","-0.2","27","1",".161","-3.9","0.0","1.4","","","1005083"
"1958","Taylor Phillips","Cubs","39","62","0","2","2","0",".000",".100",".056",".105",".056",".084","-58","0.0","-12.2","4.3","-0.6","25","3",".161","-12.2","0.0","4.3","","","1010298"
"1976","Randy Jones","Padres","40","123","0","6","2","0",".000",".094",".058",".102",".058",".084","-50","0.0","-20.5","8.8","-0.9","26","6",".160","-20.5","0.0","8.8","-1.92","-2.37","1006582"
"1971","Jim McAndrew","Mets","24","25","0","0","1","0",".043",".083",".043",".083",".087",".084","-55","0.0","-4.3","1.7","-0.2","27","1",".170","-4.3","0.0","1.7","","","1008328"
"1961","Dick Ellsworth","Cubs","37","65","0","1","0","0",".018",".074",".036",".100",".054",".084","-60","0.0","-13.2","5.0","-0.6","21","2",".154","-13.2","0.0","5.0","","","1003754"
"1976","Frank LaCorte","Braves","21","36","0","1","1","0",".000",".167",".091",".091",".091",".084","-62","0.0","-6.5","2.6","-0.3","24","3",".182","-6.5","0.0","2.6","-0.82","-0.97","1007239"
"1964","Dave Wickersham","Tigers","40","97","0","1","1","0",".012",".107",".073",".094",".085",".084","-56","-0.4","-18.0","7.6","-0.9","28","6",".179","-17.6","0.0","7.6","","","1013917"
"1966","Bob Bruce","Astros","25","47","0","2","1","0",".000",".120",".077",".100",".077",".084","-48","0.0","-8.1","3.3","-0.4","33","3",".177","-8.1","0.0","3.3","","","1001573"
